User_ID  ,Họ_Tên               ,Giới_Tính ,Ngày_Sinh  ,Số_Điện_Thoại ,Email                         ,Địa_Chỉ          ,Thành_Phố               ,Nghề_Nghiệp
USR00450 ,Bà Bảo Mai           ,Nữ        ,19/10/2007 ,   0953361735 ,babaomai61@gmail.com          ,780 Dương Đường  ,JaneThị xã              ,Thực tập sinh giáo dục
USR00451 ,Cô Phương Phạm       ,Nữ        ,25/09/1970 ,   0581578250 ,cophuongpham90@gmail.com      ,320 Vũ Dãy       ,Thành phố JaneQuận      ,Bác sĩ
USR00452 ,Vân Hoàng            ,Nữ        ,06/04/2001 ,   0970556989 ,vanhoang27@gmail.com          ,58 Jane Làng     ,Huyện JaneQuận          ,Sales Representative
USR00453 ,Bảo Văn Phạm         ,Nam       ,13/08/2004 ,   0875292766 ,baovanpham35@gmail.com        ,42 Jane Làng     ,Thị xã JohnPhường       ,Bác sĩ
USR00454 ,Anh Bảo Dương        ,Nam       ,30/12/1969 ,   0889731540 ,anhbaoduong67@gmail.com       ,24 Mai Số        ,Thị xã JohnThị xã       ,Kỹ sư xây dựng
USR00455 ,Chị Hương Vũ         ,Nữ        ,03/12/1998 ,   0871370703 ,chihuongvu78@gmail.com        ,800 John Ngõ     ,JohnThành phố           ,Trưởng phòng kinh doanh
USR00456 ,Quang Hữu Phạm       ,Nam       ,24/12/1984 ,   0946312559 ,quanghuupham93@gmail.com      ,857 Jane Dãy     ,JohnHuyện               ,Chuyên viên tín dụng
USR00457 ,Khoa Tấn Dương       ,Nam       ,26/02/1967 ,   0577236983 ,khoatanduong13@gmail.com      ,25 John Khu      ,Thị xã JohnThị xã       ,Nhà phân tích dữ liệu
USR00458 ,Quang Đức Dương      ,Nam       ,10/07/1993 ,   0536374176 ,quangđucduong37@gmail.com     ,511 John Khu     ,Thị xã JaneThị xã       ,Marketing Manager
USR00459 ,Anh Minh Nguyễn      ,Nam       ,24/01/2003 ,   0829881213 ,anhminhnguyen80@gmail.com     ,44 Jane Làng     ,Thị xã JohnQuận         ,DevOps Engineer
USR00460 ,Quý cô Thành Vũ      ,Nữ        ,13/06/1994 ,   0720761779 ,quycothanhvu38@gmail.com      ,92 Jane Hẻm      ,JanePhường              ,Trưởng phòng kinh doanh
USR00461 ,Chị Mai Trần         ,Nữ        ,12/03/1998 ,   0829374409 ,chimaitran47@gmail.com        ,3 Mai Khu        ,JohnQuận                ,Thực tập sinh giáo dục
USR00462 ,Quý ông Hoàng Hoàng  ,Nam       ,17/02/1985 ,   0827277364 ,quyonghoanghoang43@gmail.com  ,87 Phạm Số       ,Thị xã JohnThị xã       ,Thực Tập
USR00463 ,Quang Nguyễn         ,Nam       ,03/09/1969 ,   0334121053 ,quangnguyen14@gmail.com       ,13 John Ngõ      ,Quận JohnHuyện          ,Nhân viên hành chính
USR00464 ,Huy Vũ               ,Nam       ,11/05/1990 ,   0773467942 ,huyvu74@gmail.com             ,194 Lê Tổ        ,JaneThành phố           ,Chuyên viên phân tích thị trường
USR00465 ,Ông Trọng Vũ         ,Nam       ,06/10/1979 ,   0351464464 ,ongtrongvu61@gmail.com        ,8 Phạm Đường     ,Thị xã JohnHuyện        ,Nhân viên nhà hàng
USR00466 ,Minh Quang Đặng      ,Nam       ,07/03/1998 ,   0343912665 ,minhquangđang63@gmail.com     ,349 Hoàng Hẻm    ,JohnThành phố           ,Nhân viên kinh doanh
USR00467 ,Khoa Bảo Lê          ,Nam       ,21/10/2006 ,   0928363924 ,khoabaole29@gmail.com         ,575 Jane Tổ      ,JohnPhường              ,Chuyên viên nhân sự
USR00468 ,Hạnh Lê              ,Nữ        ,02/02/1974 ,   0748107996 ,hanhle64@gmail.com            ,425 Trần Hẻm     ,Huyện JaneThành phố     ,Nhân viên khách sạn
USR00469 ,Hà Dương             ,Nữ        ,23/02/1979 ,   0866482822 ,haduong98@gmail.com           ,0 Jane Làng      ,JohnPhường              ,Điều Dưỡng
USR00470 ,Quang Bùi            ,Nam       ,06/08/2001 ,   0786598430 ,quangbui46@gmail.com          ,52 Jane Ngõ      ,Huyện JohnPhường        ,Kỹ sư xây dựng
USR00471 ,Thảo Trần            ,Nữ        ,22/04/1982 ,   0952554002 ,thaotran67@gmail.com          ,4 John Tổ        ,Thị xã JohnPhường       ,Nhân viên lễ tân
USR00472 ,Khoa Bảo Dương       ,Nam       ,21/11/2000 ,   0367486431 ,khoabaoduong36@gmail.com      ,02 Vũ Số         ,JaneThị xã              ,Nghệ sĩ
USR00473 ,Phúc Đặng            ,Nam       ,24/09/2005 ,   0590073483 ,phucđang32@gmail.com          ,6 John Số        ,Thành phố JaneQuận      ,Nhân viên kinh doanh
USR00474 ,Quang Đặng           ,Nam       ,05/05/1960 ,   0513965793 ,quangđang13@gmail.com         ,9 John Ngõ       ,JohnHuyện               ,Chuyên viên phân tích thị trường
USR00475 ,Kim Vũ               ,Nữ        ,08/01/1963 ,   0587995409 ,kimvu77@gmail.com             ,3 Nguyễn Đường   ,Quận JohnThành phố      ,Kỹ sư nông nghiệp
USR00476 ,Hà Phú Hoàng         ,Nam       ,02/12/1961 ,   0349837959 ,haphuhoang82@gmail.com        ,341 Nguyễn Tổ    ,JaneQuận                ,Nhân viên nhà hàng
USR00477 ,Cô Yến Mai           ,Nữ        ,28/08/1991 ,   0956681598 ,coyenmai75@gmail.com          ,0 Phạm Khu       ,Huyện JaneXã            ,Kỹ sư xây dựng
USR00478 ,Hưng Hữu Phạm        ,Nam       ,02/12/1980 ,   0789692846 ,hunghuupham70@gmail.com       ,747 Jane Tổ      ,Huyện JaneHuyện         ,Kỹ sư sản xuất
USR00479 ,Bà Phương Dương      ,Nữ        ,13/06/1998 ,   0555582691 ,baphuongduong22@gmail.com     ,6 Trần Khu       ,Thành phố JohnThị xã    ,Điều Dưỡng
USR00480 ,Thành Phạm           ,Nữ        ,09/09/1962 ,   0822713111 ,thanhpham78@gmail.com         ,37 Mai Số        ,Huyện JohnThành phố     ,Tester
USR00481 ,Bà Hồng Nguyễn       ,Nữ        ,18/07/1960 ,   0859968963 ,bahongnguyen22@gmail.com      ,9 John Khu       ,JaneQuận                ,Nhân viên hành chính
USR00482 ,Anh Vũ Nguyễn        ,Nam       ,22/05/1979 ,   0527486141 ,anhvunguyen41@gmail.com       ,42 John Ngõ      ,JaneThị xã              ,Tester
USR00483 ,Trọng Đặng           ,Nam       ,31/10/1986 ,   0850530249 ,trongđang13@gmail.com         ,5 John Đường     ,Thị xã JohnXã           ,Nông dân
USR00484 ,Chị Xuân Hoàng       ,Nữ        ,03/05/1971 ,   0787461660 ,chixuanhoang60@gmail.com      ,8 Jane Ngõ       ,Thành phố JaneThành phố ,Nhân viên nhà hàng
USR00485 ,Anh Trọng Hoàng      ,Nam       ,27/08/1971 ,   0831949263 ,anhtronghoang96@gmail.com     ,208 Jane Ngõ     ,Huyện JohnHuyện         ,Kiểm toán
USR00486 ,Quý ông Thành Lê     ,Nam       ,07/09/1983 ,   0796883194 ,quyongthanhle72@gmail.com     ,5 Jane Khu       ,Huyện JaneThành phố     ,Nhân viên lễ tân
USR00487 ,Quý cô Hạnh Dương    ,Nữ        ,31/08/1982 ,   0514217420 ,quycohanhduong44@gmail.com    ,9 Phạm Số        ,JohnThị xã              ,Nghệ sĩ
USR00488 ,Phương Bảo Mai       ,Nam       ,29/11/1999 ,   0855456750 ,phuongbaomai52@gmail.com      ,028 Hoàng Đường  ,JohnThị xã              ,Digital Marketer
USR00489 ,Châu Trí Nguyễn      ,Nam       ,29/04/1988 ,   0798883069 ,chautringuyen36@gmail.com     ,415 Bùi Ngõ      ,Quận JohnPhường         ,Quản lý sản xuất
USR00490 ,Thảo Nguyễn          ,Nữ        ,19/03/1973 ,   0788496961 ,thaonguyen60@gmail.com        ,354 Đặng Hẻm     ,Quận JohnXã             ,Kỹ sư phần mềm
USR00491 ,Quý ông Tú Mai       ,Nam       ,30/01/1968 ,   0835483796 ,quyongtumai40@gmail.com       ,758 John Dãy     ,JohnThành phố           ,Nhà báo
USR00492 ,Kim Đặng             ,Nữ        ,15/02/1989 ,   0575276546 ,kimđang31@gmail.com           ,7 John Tổ        ,JanePhường              ,Bác sĩ
USR00493 ,Yến Nguyễn           ,Nữ        ,07/01/1980 ,   0814881471 ,yennguyen39@gmail.com         ,468 Jane Số      ,JaneThị xã              ,Nhà phân tích dữ liệu
USR00494 ,Cô Chi Bùi           ,Nữ        ,01/07/2007 ,   0964786439 ,cochibui28@gmail.com          ,53 John Tổ       ,Thành phố JaneHuyện     ,Lập trình viên
USR00495 ,Nhật Văn Mai         ,Nam       ,06/02/1976 ,   0514954957 ,nhatvanmai74@gmail.com        ,2 John Dãy       ,Huyện JanePhường        ,Digital Marketer
USR00496 ,Cô Hồng Lê           ,Nữ        ,15/11/2000 ,   0814285440 ,cohongle12@gmail.com          ,4 John Ngõ       ,JaneXã                  ,Biên dịch viên
USR00497 ,Khoa Mai             ,Nữ        ,28/06/2001 ,   0882511292 ,khoamai98@gmail.com           ,5 Jane Số        ,Thị xã JanePhường       ,Nhà thiết kế đồ họa
USR00498 ,Anh Khoa Dương       ,Nam       ,18/01/1974 ,   0921891388 ,anhkhoaduong66@gmail.com      ,3 John Làng      ,Thành phố JohnQuận      ,Bác sĩ
USR00499 ,Hạnh Hoàng Bùi       ,Nam       ,17/11/1985 ,   0986033384 ,hanhhoangbui63@gmail.com      ,5 John Đường     ,Thành phố JaneThị xã    ,UX/UI Designer
USR00500 ,Ông Hưng Bùi         ,Nam       ,15/12/1986 ,   0826488985 ,onghungbui84@gmail.com        ,582 John Đường   ,JaneThành phố           ,Nhân viên khách sạn
USR00501 ,Linh Phạm            ,Nữ        ,19/11/1986 ,   0740921749 ,linhpham66@gmail.com          ,8 John Số        ,JohnPhường              ,Nhân viên hành chính
USR00502 ,Quý ông Anh Hoàng    ,Nam       ,01/04/1968 ,   0319513785 ,quyonganhhoang75@gmail.com    ,216 Đặng Đường   ,JohnHuyện               ,Biên dịch viên
USR00503 ,Quý ông Huy Lê       ,Nam       ,09/01/1996 ,   0726843439 ,quyonghuyle31@gmail.com       ,36 Jane Khu      ,JohnQuận                ,Project Manager
USR00504 ,Bà Lâm Bùi           ,Nữ        ,08/09/1966 ,   0890839594 ,balambui27@gmail.com          ,26 Jane Số       ,Thành phố JohnPhường    ,Luật sư
USR00505 ,Kim Mai              ,Nữ        ,24/10/1962 ,   0373081688 ,kimmai72@gmail.com            ,34 Jane Ngõ      ,JaneThành phố           ,Trưởng phòng kinh doanh
USR00506 ,Hưng Trí Phạm        ,Nam       ,19/04/1981 ,   0899717409 ,hungtripham51@gmail.com       ,015 Jane Số      ,JanePhường              ,Nhà báo
USR00507 ,Bảo Bảo Đặng         ,Nam       ,05/11/2003 ,   0536613182 ,baobaođang39@gmail.com        ,08 Đặng Làng     ,JohnThị xã              ,Kiểm toán
USR00508 ,Nhật Nguyễn          ,Nữ        ,23/06/1980 ,   0374541737 ,nhatnguyen27@gmail.com        ,99 John Đường    ,JanePhường              ,Giảng viên
USR00509 ,Bảo Đặng             ,Nữ        ,11/03/1961 ,   0576646723 ,baođang94@gmail.com           ,59 John Hẻm      ,Huyện JaneQuận          ,Nhà thiết kế đồ họa
USR00510 ,Linh Phạm            ,Nữ        ,18/07/1979 ,   0842345219 ,linhpham88@gmail.com          ,08 Jane Tổ       ,Thị xã JohnQuận         ,Dược sĩ
USR00511 ,Quý cô Bảo Phạm      ,Nữ        ,11/04/2000 ,   0562763085 ,quycobaopham58@gmail.com      ,891 Jane Khu     ,JohnXã                  ,Tư vấn khách hàng
USR00512 ,Quý cô Thành Trần    ,Nữ        ,09/09/1967 ,   0770687285 ,quycothanhtran17@gmail.com    ,1 Jane Hẻm       ,JaneQuận                ,Công nhân sản xuất
USR00513 ,Nhật Phạm            ,Nữ        ,29/11/1985 ,   0892323518 ,nhatpham66@gmail.com          ,224 Lê Số        ,JaneThành phố           ,Chuyên viên tín dụng
USR00514 ,Nhật Tấn Nguyễn      ,Nam       ,12/01/1969 ,   0317528594 ,nhattannguyen60@gmail.com     ,667 Jane Tổ      ,JaneQuận                ,Nhân viên khách sạn
USR00515 ,Hải Bùi              ,Nữ        ,16/05/1963 ,   0511894031 ,haibui39@gmail.com            ,073 Vũ Hẻm       ,Huyện JohnPhường        ,Luật sư
USR00516 ,Anh Phúc Nguyễn      ,Nam       ,29/01/1992 ,   0711762400 ,anhphucnguyen52@gmail.com     ,0 John Số        ,Thị xã JanePhường       ,Digital Marketer
USR00517 ,Nam Mai              ,Nam       ,16/06/1983 ,   0857610418 ,nammai14@gmail.com            ,6 Jane Đường     ,JohnThị xã              ,Chuyên viên bảo mật
USR00518 ,Chị Vân Phạm         ,Nữ        ,29/11/1978 ,   0733417085 ,chivanpham60@gmail.com        ,354 Hoàng Tổ     ,JaneXã                  ,Nhân viên hành chính
USR00519 ,Huy Vũ               ,Nam       ,19/10/1962 ,   0561574979 ,huyvu94@gmail.com             ,040 John Hẻm     ,Thị xã JohnPhường       ,Dược sĩ
USR00520 ,Thành Đức Phạm       ,Nam       ,07/04/1960 ,   0962828538 ,thanhđucpham52@gmail.com      ,1 Mai Làng       ,JohnPhường              ,Chuyên viên bán hàng trực tuyến
USR00521 ,Nam Lê               ,Nam       ,04/07/2006 ,   0864310976 ,namle92@gmail.com             ,85 Jane Ngõ      ,JohnHuyện               ,UX/UI Designer
USR00522 ,Nhật Mai Bảo Hoàng   ,Nam       ,24/07/1968 ,   0368902421 ,nhatmaibaohoang86@gmail.com   ,02 Vũ Hẻm        ,Thành phố JaneThị xã    ,Nhân viên kinh doanh
USR00523 ,Phúc Vũ              ,Nam       ,27/05/1987 ,   0722633840 ,phucvu58@gmail.com            ,2 Bùi Ngõ        ,JaneXã                  ,Giám đốc kinh doanh
USR00524 ,Anh Tú Nguyễn        ,Nam       ,19/02/1984 ,   0937704252 ,anhtunguyen65@gmail.com       ,249 Nguyễn Khu   ,Quận JaneXã             ,Digital Marketer
USR00525 ,Anh Nguyễn           ,Nam       ,17/11/1993 ,   0752079096 ,anhnguyen11@gmail.com         ,57 John Làng     ,Quận JohnThành phố      ,Biên dịch viên
USR00526 ,Bà Xuân Lê           ,Nữ        ,05/08/1986 ,   0927959004 ,baxuanle86@gmail.com          ,707 Vũ Hẻm       ,JaneHuyện               ,Quản lý sản xuất
USR00527 ,Cô Dương Hoàng       ,Nữ        ,28/08/1967 ,   0971734843 ,coduonghoang78@gmail.com      ,57 Dương Số      ,Thành phố JaneHuyện     ,Nhân viên nhà hàng
USR00528 ,Xuân Dương           ,Nữ        ,28/04/1967 ,   0515414923 ,xuanduong67@gmail.com         ,300 Đặng Hẻm     ,JohnPhường              ,Lập trình viên
USR00529 ,Thành Đức Mai        ,Nam       ,16/10/1962 ,   0897449836 ,thanhđucmai76@gmail.com       ,098 John Làng    ,JohnHuyện               ,UX/UI Designer
USR00530 ,Hải Đức Hoàng        ,Nam       ,19/08/1961 ,   0975236094 ,haiđuchoang20@gmail.com       ,819 Jane Đường   ,JohnThị xã              ,Lập trình viên
USR00531 ,Hạnh Tấn Lê          ,Nam       ,17/01/1982 ,   0320336166 ,hanhtanle55@gmail.com         ,960 Dương Làng   ,JohnXã                  ,Chuyên viên bán hàng trực tuyến
USR00532 ,Minh Văn Đặng        ,Nam       ,11/02/1994 ,   0582283957 ,minhvanđang86@gmail.com       ,15 Jane Số       ,JanePhường              ,Bác sĩ
USR00533 ,Nhật Đặng            ,Nữ        ,10/10/1995 ,   0382282410 ,nhatđang38@gmail.com          ,79 John Tổ       ,Thành phố JohnQuận      ,Thực tập sinh giáo dục
USR00534 ,Quang Đặng           ,Nam       ,20/06/1973 ,   0776437765 ,quangđang74@gmail.com         ,8 Hoàng Ngõ      ,JaneQuận                ,Luật sư
USR00535 ,Huy Thị Trần         ,Nam       ,26/05/1978 ,   0733076467 ,huythitran40@gmail.com        ,0 Jane Làng      ,JaneHuyện               ,Trưởng phòng kinh doanh
USR00536 ,Lan Dương            ,Nữ        ,08/02/1960 ,   0783974962 ,landuong16@gmail.com          ,4 John Ngõ       ,JaneXã                  ,Nghệ sĩ
USR00537 ,Bà Chi Trần          ,Nữ        ,17/04/1980 ,   0711309549 ,bachitran54@gmail.com         ,81 Jane Ngõ      ,JohnXã                  ,Trưởng phòng kinh doanh
USR00538 ,Quý ông Hoàng Nguyễn ,Nam       ,07/07/1967 ,   0389822109 ,quyonghoangnguyen50@gmail.com ,73 Nguyễn Số     ,JohnXã                  ,Công nhân sản xuất
USR00539 ,Bác Hưng Trần        ,Nam       ,21/05/1971 ,   0982289377 ,bachungtran20@gmail.com       ,236 Mai Số       ,Huyện JaneHuyện         ,Chuyên viên bán hàng trực tuyến
USR00540 ,Trung Hoàng Đặng     ,Nam       ,18/08/1975 ,   0939748883 ,trunghoangđang62@gmail.com    ,2 Trần Tổ        ,JohnThành phố           ,Thợ xây
USR00541 ,Cô Chi Bùi           ,Nữ        ,03/12/1965 ,   0546175564 ,cochibui15@gmail.com          ,911 John Đường   ,Thành phố JohnThành phố ,Chuyên viên tư vấn tuyển sinh
USR00542 ,Bà Xuân Lê           ,Nữ        ,02/12/1964 ,   0530809860 ,baxuanle12@gmail.com          ,739 Đặng Ngõ     ,Quận JaneHuyện          ,Chuyên viên bán hàng trực tuyến
USR00543 ,Chị Dương Lê         ,Nữ        ,17/10/1994 ,   0872567934 ,chiduongle11@gmail.com        ,544 John Ngõ     ,JohnQuận                ,Dược sĩ
USR00544 ,Khoa Tấn Đặng        ,Nam       ,10/07/1977 ,   0712292429 ,khoatanđang80@gmail.com       ,95 John Đường    ,Thị xã JaneQuận         ,Chuyên viên nhân sự
USR00545 ,Quang Lê             ,Nam       ,03/10/1999 ,   0884958368 ,quangle32@gmail.com           ,59 Jane Số       ,JohnXã                  ,Nông dân
USR00546 ,Phương Trần          ,Nữ        ,14/06/1984 ,   0880639670 ,phuongtran85@gmail.com        ,1 John Số        ,Huyện JaneThị xã        ,Kiểm toán
USR00547 ,Quý ông Huy Lê       ,Nam       ,09/12/1988 ,   0318861883 ,quyonghuyle68@gmail.com       ,50 John Làng     ,Huyện JaneHuyện         ,Nhân viên ngân hàng
USR00548 ,Nhật Phạm            ,Nữ        ,18/03/1976 ,   0727310507 ,nhatpham49@gmail.com          ,9 Nguyễn Làng    ,JohnXã                  ,Nhà báo
USR00549 ,Châu Văn Vũ          ,Nam       ,29/05/1997 ,   0739073196 ,chauvanvu37@gmail.com         ,69 Nguyễn Hẻm    ,Thị xã JanePhường       ,Kỹ sư nông nghiệp
USR00550 ,Kim Vũ               ,Nữ        ,10/08/1993 ,   0945322659 ,kimvu26@gmail.com             ,5 Nguyễn Dãy     ,Huyện JaneHuyện         ,Project Manager
USR00551 ,An Trần              ,Nữ        ,06/06/1961 ,   0994016723 ,antran78@gmail.com            ,28 Jane Số       ,JaneQuận                ,Chuyên viên bảo mật
USR00552 ,Nhiên Đức Lê         ,Nam       ,25/03/1970 ,   0764280301 ,nhienđucle32@gmail.com        ,9 Dương Đường    ,JaneThị xã              ,Giám đốc kinh doanh
USR00553 ,Nhiên Nguyễn         ,Nam       ,01/01/1973 ,   0357814214 ,nhiennguyen46@gmail.com       ,95 Bùi Tổ        ,JohnThành phố           ,Kiến trúc sư phần mềm
USR00554 ,Minh Đặng            ,Nam       ,13/10/1961 ,   0372222922 ,minhđang82@gmail.com          ,26 Jane Tổ       ,JohnThị xã              ,Thư ký pháp lý
USR00555 ,Khoa Đặng            ,Nữ        ,12/05/1963 ,   0385910592 ,khoađang49@gmail.com          ,5 John Làng      ,Thị xã JohnThị xã       ,Y tá
USR00556 ,Cô Khoa Hoàng        ,Nữ        ,07/04/1987 ,   0579776375 ,cokhoahoang16@gmail.com       ,67 Phạm Đường    ,JohnPhường              ,Giáo viên
USR00557 ,Cô Mai Lê            ,Nữ        ,19/01/2003 ,   0788280754 ,comaile23@gmail.com           ,052 Dương Khu    ,Huyện JohnThị xã        ,Kiến trúc sư phần mềm
USR00558 ,Bảo Mai Lê           ,Nam       ,10/01/1963 ,   0760798335 ,baomaile95@gmail.com          ,95 Jane Đường    ,JaneXã                  ,Nghệ sĩ
USR00559 ,Bảo Thị Phạm         ,Nam       ,14/10/1966 ,   0538739773 ,baothipham87@gmail.com        ,735 Jane Số      ,JaneThị xã              ,Marketing Manager
USR00560 ,Quý ông Hưng Bùi     ,Nam       ,08/05/2005 ,   0786499662 ,quyonghungbui12@gmail.com     ,61 John Số       ,JaneThành phố           ,Chuyên viên bán hàng trực tuyến
USR00561 ,Trọng Hoàng          ,Nam       ,17/06/1978 ,   0880963213 ,tronghoang43@gmail.com        ,76 Lê Ngõ        ,JohnXã                  ,Giáo viên
USR00562 ,Ngọc Hoàng           ,Nữ        ,29/08/1995 ,   0335525767 ,ngochoang46@gmail.com         ,77 Bùi Ngõ       ,Huyện JaneQuận          ,Nhà báo
USR00563 ,Xuân Mai             ,Nữ        ,28/10/2007 ,   0385513959 ,xuanmai51@gmail.com           ,5 Nguyễn Dãy     ,Huyện JaneThành phố     ,Kiến trúc sư phần mềm
USR00564 ,An Mai               ,Nữ        ,05/10/1974 ,   0375784849 ,anmai39@gmail.com             ,82 Hoàng Khu     ,Thành phố JanePhường    ,Giáo viên
USR00565 ,Quý cô Mai Lê        ,Nữ        ,28/06/2000 ,   0810199552 ,quycomaile76@gmail.com        ,19 Mai Khu       ,Quận JohnThành phố      ,Lập trình viên
USR00566 ,Quý ông Nhiên Trần   ,Nam       ,27/06/2000 ,   0757710501 ,quyongnhientran33@gmail.com   ,77 Vũ Làng       ,Quận JaneQuận           ,Kế toán
USR00567 ,Kim Văn Hoàng        ,Nam       ,31/03/1985 ,   0975154980 ,kimvanhoang97@gmail.com       ,33 Jane Ngõ      ,JaneQuận                ,Kỹ sư giám sát
USR00568 ,Quý cô Lâm Mai       ,Nữ        ,17/12/1971 ,   0322083125 ,quycolammai11@gmail.com       ,0 Dương Đường    ,Quận JaneThành phố      ,Kỹ sư xây dựng
USR00569 ,Mai Đặng             ,Nữ        ,01/04/1998 ,   0899342831 ,maiđang64@gmail.com           ,64 Hoàng Hẻm     ,JohnHuyện               ,DevOps Engineer
USR00570 ,Cô Xuân Lê           ,Nữ        ,12/06/1977 ,   0749465380 ,coxuanle45@gmail.com          ,19 Lê Tổ         ,JohnXã                  ,Nghệ sĩ
USR00571 ,An Vũ                ,Nữ        ,22/02/1982 ,   0874466827 ,anvu52@gmail.com              ,557 Jane Tổ      ,JohnThành phố           ,Quản lý sản xuất
USR00572 ,Chị Phương Hoàng     ,Nữ        ,01/01/1985 ,   0318422212 ,chiphuonghoang67@gmail.com    ,938 Phạm Hẻm     ,Thị xã JaneHuyện        ,Thực Tập
USR00573 ,Lâm Lê               ,Nữ        ,24/12/1968 ,   0848551502 ,lamle72@gmail.com             ,746 Jane Dãy     ,Thành phố JaneXã        ,Nhân viên lễ tân
USR00574 ,Quang Quang Vũ       ,Nam       ,28/12/1968 ,   0594337328 ,quangquangvu87@gmail.com      ,872 Phạm Dãy     ,Huyện JaneHuyện         ,Kỹ sư xây dựng
USR00575 ,Vi Nguyễn            ,Nữ        ,24/04/1982 ,   0746356836 ,vinguyen50@gmail.com          ,3 John Số        ,JohnHuyện               ,Trưởng phòng kinh doanh
USR00576 ,Anh Bảo Trần         ,Nam       ,03/06/1989 ,   0530239705 ,anhbaotran88@gmail.com        ,504 Nguyễn Tổ    ,JohnQuận                ,Nhân viên hành chính
USR00577 ,Quý cô Hương Trần    ,Nữ        ,08/02/1961 ,   0560622281 ,quycohuongtran15@gmail.com    ,882 Jane Đường   ,Thành phố JaneQuận      ,Project Manager
USR00578 ,Bảo Mai Bảo Bùi      ,Nam       ,22/11/1970 ,   0370552070 ,baomaibaobui74@gmail.com      ,1 Lê Số          ,Huyện JaneThị xã        ,Nông dân
USR00579 ,Quý cô Mai Phạm      ,Nữ        ,02/10/1979 ,   0327606522 ,quycomaipham25@gmail.com      ,463 Trần Ngõ     ,Quận JohnPhường         ,Thực Tập
USR00580 ,Trọng Xuân Dương     ,Nam       ,25/04/1966 ,   0812888889 ,trongxuanduong22@gmail.com    ,31 Bùi Dãy       ,Quận JohnQuận           ,Project Manager
USR00581 ,Quý ông Anh Lê       ,Nam       ,11/10/1965 ,   0781692253 ,quyonganhle73@gmail.com       ,210 John Ngõ     ,JaneHuyện               ,Kiểm toán
USR00582 ,Cô Hạnh Nguyễn       ,Nữ        ,14/12/1980 ,   0878389872 ,cohanhnguyen43@gmail.com      ,833 John Hẻm     ,JaneHuyện               ,Chuyên viên bán hàng trực tuyến
USR00583 ,Lâm Dương            ,Nữ        ,06/12/1998 ,   0841319249 ,lamduong20@gmail.com          ,05 Mai Ngõ       ,Thị xã JohnThành phố    ,DevOps Engineer
USR00584 ,Khoa Thế Lê          ,Nam       ,03/10/1965 ,   0558210805 ,khoathele20@gmail.com         ,65 John Làng     ,JaneThị xã              ,Chuyên viên tư vấn tuyển sinh
USR00585 ,Thành Bùi            ,Nữ        ,23/04/1992 ,   0310000795 ,thanhbui53@gmail.com          ,288 John Đường   ,JohnQuận                ,Thực Tập
USR00586 ,Cô Xuân Đặng         ,Nữ        ,15/09/1990 ,   0857361195 ,coxuanđang17@gmail.com        ,0 Lê Ngõ         ,Huyện JaneXã            ,Giám đốc kinh doanh
USR00587 ,Quý cô Linh Mai      ,Nữ        ,22/01/1964 ,   0723708787 ,quycolinhmai88@gmail.com      ,77 John Khu      ,Thị xã JaneThành phố    ,Thực Tập
USR00588 ,Hương Bùi            ,Nữ        ,24/05/1971 ,   0824668300 ,huongbui70@gmail.com          ,707 Lê Đường     ,Thành phố JaneXã        ,Kiểm toán
USR00589 ,Lan Dương            ,Nữ        ,07/03/1974 ,   0795998146 ,landuong43@gmail.com          ,90 John Số       ,JanePhường              ,Thợ xây
USR00590 ,Bảo Quang Trần       ,Nam       ,09/06/1987 ,   0733842756 ,baoquangtran88@gmail.com      ,1 John Số        ,JohnThành phố           ,Nhân viên hành chính
USR00591 ,Lâm Mai Bảo Đặng     ,Nam       ,06/02/1961 ,   0776362275 ,lammaibaođang11@gmail.com     ,18 Hoàng Đường   ,Thị xã JohnThị xã       ,Thư ký pháp lý
USR00592 ,Lâm Dương            ,Nữ        ,13/07/2001 ,   0533445878 ,lamduong41@gmail.com          ,360 Bùi Làng     ,JohnQuận                ,Thực tập sinh giáo dục
USR00593 ,Minh Hữu Mai         ,Nam       ,18/06/1989 ,   0926382078 ,minhhuumai82@gmail.com        ,5 John Số        ,JohnThành phố           ,Thực Tập
USR00594 ,Bà Dương Đặng        ,Nữ        ,23/03/1990 ,   0311570250 ,baduongđang54@gmail.com       ,35 Bùi Ngõ       ,JohnThành phố           ,Giám đốc kinh doanh
USR00595 ,Ông Nam Mai          ,Nam       ,31/10/1977 ,   0981698188 ,ongnammai23@gmail.com         ,852 John Đường   ,Thị xã JohnHuyện        ,Kế toán
USR00596 ,Thành Phạm           ,Nữ        ,09/03/1999 ,   0393705752 ,thanhpham55@gmail.com         ,277 Vũ Làng      ,Thành phố JaneHuyện     ,Y tá
USR00597 ,Anh Quang Mai        ,Nam       ,18/10/1969 ,   0985303883 ,anhquangmai13@gmail.com       ,856 Phạm Dãy     ,JaneThị xã              ,Chuyên viên nhân sự
USR00598 ,Quang Xuân Phạm      ,Nam       ,10/08/1968 ,   0388874076 ,quangxuanpham51@gmail.com     ,1 Lê Số          ,JohnThị xã              ,Bác sĩ
USR00599 ,Nhật Dương           ,Nữ        ,25/09/2003 ,   0811899100 ,nhatduong19@gmail.com         ,75 Đặng Hẻm      ,JohnThị xã              ,Thư ký pháp lý
